artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
Soundgarden,Superunknown (20th Anniversary),Spoonman,0.457,0.902,7,-5.624,1,0.0313,0.196,0.258,0.834,92.711,"Feel the rhythm with your hands (Steal the rhythm while you can) Spoonman Speak the rhythm on your own (Speak the rhythm all alone) Spoonman  Spoonman Come together with your hands Save me, I'm together with your plan Save me, yeah Save, oh  All my friends are Indians (All my friends are brown and red) Spoonman And all my friends are skeletons (They beat the rhythm with their bones) Spoonman "
Bad Wolves,Zombie,Zombie,0.448,0.826,2,-3.244,0,0.0319,0.0,0.117,0.19,77.093,"Another head hangs lowly Child is slowly taken And the violence causes silence Who are we mistaken?  But you see, it's not me, it's not my family In your head, in your head, they are fighting With their tanks, and their bombs And their bombs, and their drones In your head, in your head, they are crying  What's in your head, in your head? Zombie, zombie, zombie-ie-ie What's in your head, in your head?"
Gerry & The Pacemakers,At Abbey Road,How Do You Do It? - Mono,0.617,0.711,9,-6.433,1,0.0297,1.59e-06,0.0841,0.963,142.266,"How do you do what you do to me? I wish I knew If I knew how you do it to me, I'd do it to you  How do you do what you do to me? I'm feelin' blue Wish I knew how you do it to me, but I haven't a clue  You give me a feeling in my heart"
Manfred Mann,Chapter Two: The Best Of The Fontana Years,The Mighty Quinn,0.599,0.703,11,-7.058,1,0.0502,0.0,0.232,0.887,92.828,Come on without Come on within You'll not see nothing like the Mighty Quinn Come on without Come on within You'll not see nothing like the Mighty Quinn  Everybody's building Ships and boats Some are building monuments Others dummy pound notes Everybody's in dispair Every girl and boy But when Quinn the eskimo gets here Everybody's gonna jump for joy  Come on without
The Dave Clark Five,American Tour (2019 - Remaster),Because - 2019 - Remaster,0.712,0.508,7,-9.562,1,0.0343,1.13e-05,0.286,0.796,123.002,"It's right that I should care about you And try to make you happy when you're blue It's right, it's right to feel the way I do  Because, because I love you  It's wrong to say I don't think of you"
Wayne Fontana & The Mindbenders,The Collection,The Game Of Love,0.575,0.825,9,-4.251,1,0.0311,0.0,0.193,0.963,109.168,"The purpose of a man is to love a woman And the purpose of a woman is to love a man So come on baby let's start today, come on baby let's play The game of love, love, la la la la la love It started long ago in the Garden of Eden When Adam said to Eve, ""Baby, you're for me"" So come on baby let's start today, come on baby let's play The game of love, love, la la la la la love Come on baby 'cause the time is right"
The Hollies,Evolution,Carrie-Anne,0.552,0.515,0,-11.032,1,0.0383,0.0,0.361,0.859,119.441,"Hey Carrie Anne What's your game now, can anybody play Hey Carrie Anne What's your game now, can anybody play  When we were at school our games were simple I played the janitor, you played the monitor Then you played with older boys and prefects What's the attraction in what they're doing  Hey Carrie Anne What's your game now, can anybody play Hey Carrie Anne What's your game now, can anybody play  You were always something special to me"
The Honeycombs,The Best Of The Honeycombs,Have I the Right,0.368,0.891,1,-8.067,0,0.26,0.000611,0.194,0.527,142.216,"Have I the right to hold you? You know I've always told you That we must never, ever part  (Oh, woah, woah, oh)  Have I the right to kiss you? You know I'll always miss you I've loved you from the very start  (Rarrrr) Come right back I just can't bear it I've got some love and I long to share it Come right back I'll show my love is strong Oh, yeah  Have I the right to touch you? If I could, you'd see how much you Send those shivers running down my spine "
Them,"The ""Angry"" Young Them! (feat. Van Morrison)",Gloria (feat. Van Morrison) - Mono Version,0.621,0.939,9,-6.761,1,0.0817,0.014,0.185,0.595,128.434,"Like to tell ya about my baby You know she comes around She about five feet four A-from her head to the ground  You know she comes around here At just about midnight She make ya feel so good, Lord She make you feel alright  And her name is G-L-O-R-I-I-I G-L-O-R-I-A (GLORIA)"
The Kinks,The Kink Kontroversy (Deluxe),Till the End of the Day - Mono Mix,0.542,0.929,0,-7.066,1,0.0784,0.00597,0.125,0.793,140.8,"Baby, I feel good From the moment I arise Feel good from morning Till the end of the day Till the end of the day  Yeah, you and me We live this life From when we get up Till we go sleep at night You and me were free"
The Zombies,"The Original Studio Recordings, Vol. 3",I Want You Back Again,0.47,0.716,10,-6.74,1,0.0252,0.000341,0.0995,0.545,95.773,"Somebody help me I've got to eat Somebody help me To stand on my feet  I want you back again Oh, oh, oh I want you back again  Since you have left me"
The Animals,Animal Tracks,Bring It On Home To Me,0.465,0.598,7,-5.53,1,0.0305,1.16e-06,0.175,0.748,124.818,"If you ever change your mind About leaving, leaving me behind Oh, bring it to me, bring your sweet loving Bring it on home to me, oh yeah  You know I laughed, ha ha, when you left But now I know I've only hurt myself Oh, bring it to me, bring your sweet loving Bring it on home to me Yeah, yeah, yeah"
The Searchers,Meet The Searchers,Sweets for My Sweet - Stereo Version,0.502,0.896,0,-7.76,1,0.0641,0.0,0.338,0.896,127.174,"Sweets for my sweet, sugar for my honey Your first sweet kiss thrilled me so Sweets for my sweet, sugar for my honey I'll never ever let you go  If you wanted that star that shines so brightly To match the stardust in your eye Darling, I would chase that bright star nightly And try to steal it from the sky And I would bring  Sweets for my sweet, sugar for my honey"
The Beatles,With The Beatles (Remastered),It Won't Be Long - Remastered 2009,0.472,0.673,4,-8.853,1,0.0318,0.0,0.206,0.862,133.117,"It won't be long yeah, yeah, yeah! It won't be long yeah, yeah, yeah! It won't be long yeah, till I belong to you  Every night when everybody has fun Here am I sitting all on my own  It won't be long yeah, yeah, yeah! It won't be long yeah, yeah, yeah! It won't be long yeah, till I belong, to you  Since you left me, I'm so alone"
The Yardbirds,For Your Love (2015 Remaster),For Your Love - 2015 Remaster,0.288,0.62,2,-10.103,1,0.0428,0.0,0.0882,0.617,94.445,"For your love For your love For your love I'd give you everything and more, and that's for sure For your love I'd bring you diamond rings and things right to your door For your love  To thrill you with delight I'll give you diamonds bright There'll be things that will excite To make you dream of me at night "
Peter And Gordon,Peter And Gordon,A World Without Love,0.548,0.827,4,-6.197,1,0.0336,0.0,0.147,0.777,130.043,"Please lock me away And don't allow the day Here inside where I hide With my loneliness  I don't care what they say I won't stay In a world without love  Birds sing out of tune And rain clouds hide the moon I'm okay, here I'll stay With my loneliness  I don't care what they say I won't stay In a world without love"
The Spencer Davis Group,Gimme Some Lovin' / Blues In F,Gimme Some Lovin' - Single Mix,0.598,0.564,0,-6.454,1,0.032,0.000204,0.277,0.43,147.619,"Well, my temperature is rising, and my feet love the floor Crazy people knocking 'cause they want sell more Let me in baby, I don't know what you got But you better take it easy, this place is hot  And I'm so glad we made it, so glad we made it I want you to gimme some lovin', gimme some lovin' Gimme some lovin' everyday  Well, my head's a-spinning and I'm floating to sound Too much is happening 'cause you're not around"
Chad & Jeremy,A Summer Song,A Summer Song,0.599,0.403,9,-12.737,1,0.0299,0.000314,0.131,0.523,124.013,Trees swayin' in the summer breeze Showin' off their silver leaves As we walked by  Soft kisses on a summer's day Laughing all our cares away Just you and I  Sweet sleepy warmth of summer nights Gazing at the distant lights In the starry sky  They say that all good things must end someday
Crispian St. Peters,Follow Me...,The Pied Piper,0.692,0.734,11,-7.089,1,0.0465,0.0,0.164,0.963,125.436,"You With your masquerading And you Always contemplating What to do In case heaven has found you Can't you see That it's all around you So follow me  Hey come on, babe Follow me I'm the Pied Piper Follow me I'm the Pied Piper And I'll show you where it's at Come on, babe Can't you see I'm the Pied Piper Trust in me I'm the Pied Piper  And I'll show you where it's at "
Dusty Springfield,Stay Awhile / I Only Want To Be With You,I Only Want To Be With You,0.602,0.684,7,-8.021,1,0.029,0.0,0.175,0.961,133.0,"I don't know what it is that makes me love you so I only know I never want to let you go 'Cause you've started something Oh, can't you see? That ever since we met You've had a hold on me It happens to be true I Only Want to Be With You  It doesn't matter where you go or what you do I want to spend each moment of the day with you Oh, look what has happened with just one kiss I never knew that I could be in love like this It's crazy but it's true I Only Want to Be With You "
The Tremeloes,Even The Bad Times Are Good,Here Comes My Baby,0.514,0.882,7,-5.306,1,0.0491,0.0,0.389,0.942,92.147,"In the midnight, moonlight hour He's walking along that lonely mile And every time I do I keep seeing this picture of you  Here comes my baby, here she comes now And it comes as no surprise to me with another guy Well, here comes my baby, here she comes now Walking with her love, with her love, that's oh so fine"
Georgie Fame & The Blue Flames,20 Beat Classics,"Yeh, Yeh",0.633,0.535,3,-9.383,1,0.0742,0.0,0.0976,0.638,89.103,"Well, every evening when all My day's work is through I call my baby and ask her What shall we do  I mention movies but She don't seem to dig that And then she asks me Why don't I come to her flat  And have some supper And let the evening pass by By digging records Beside a groovy hi-fi  I say yeh, yeh And that's what I say I say yeh, yeh And that's what I say  My baby loves me She gets me feeling so fine The way she love me She makes me know that she's mine  And when she kisses I feel the fire get hot She never misses She gives it all that she's got  And when she asks me If everyhing is okay I got my answer The only thing I can say  I say yeh, yeh That's what I say I say yeh, yeh And that's what I say  We'll play a melody And turn the lights down low So that I can't see We gotta do that We gotta do that We gotta do that"
